t,standX,hipX,hipY,headX,headY,shX,shY,elX,elY,handX,handY,tipX,tipY
3.19101,0.160000,0.160000,0.942508,0.249518,1.574753,0.342863,1.355663,0.618244,1.236819,0.783369,1.437574,0.780842,2.191573
3.20768,0.160000,0.160000,0.942938,0.250847,1.574963,0.343253,1.355344,0.583792,1.176177,0.786917,1.338379,0.940611,2.076553
3.22434,0.160000,0.160000,0.943367,0.252417,1.575132,0.343810,1.354971,0.545199,1.132704,0.774536,1.255073,1.060485,1.952752
3.24101,0.160000,0.160000,0.943794,0.253912,1.575313,0.344286,1.354627,0.508483,1.103629,0.754219,1.188388,1.146385,1.832382
3.25768,0.160000,0.160000,0.944216,0.255459,1.575481,0.344786,1.354299,0.477435,1.085291,0.732363,1.136109,1.207858,1.721282
3.27434,0.160000,0.160000,0.944634,0.256892,1.575650,0.345265,1.353993,0.453272,1.074178,0.712291,1.096090,1.250404,1.624255
3.29101,0.160000,0.160000,0.945045,0.258364,1.575816,0.345741,1.353708,0.436166,1.067726,0.696104,1.065738,1.280485,1.542207
3.30768,0.160000,0.160000,0.945449,0.259901,1.575950,0.346308,1.353375,0.424924,1.063923,0.683930,1.041824,1.303433,1.471638
3.32434,0.160000,0.160000,0.945844,0.261372,1.576092,0.346867,1.353106,0.417797,1.061674,0.674754,1.022353,1.321539,1.409901
3.34099,0.160000,0.160000,0.946228,0.262645,1.576252,0.347303,1.352875,0.411508,1.059887,0.666066,1.007223,1.332176,1.360525
3.35748,0.160000,0.160000,0.946598,0.264160,1.576354,0.348364,1.352617,0.402421,1.057588,0.656692,1.003559,1.324689,1.353279
3.37363,0.160000,0.160000,0.946948,0.265440,1.576474,0.349826,1.352514,0.387973,1.055011,0.645063,1.016578,1.290506,1.406356
3.38933,0.160000,0.160000,0.947275,0.266659,1.576576,0.351558,1.352446,0.370588,1.053114,0.630464,1.047139,1.222085,1.514587
3.40455,0.160000,0.160000,0.947580,0.267795,1.576673,0.353334,1.352426,0.357425,1.052520,0.613790,1.095494,1.107013,1.665804
3.41933,0.160000,0.160000,0.947863,0.268592,1.576802,0.355095,1.352542,0.363903,1.052741,0.602061,1.156901,0.941406,1.830226
3.43377,0.160000,0.160000,0.948127,0.269842,1.576841,0.357054,1.352550,0.424967,1.060412,0.628215,1.222455,0.782476,1.960509
3.44800,0.160000,0.160000,0.948373,0.270630,1.576931,0.358784,1.352702,0.498810,1.087470,0.654123,1.295903,0.615467,2.048914
3.46217,0.160000,0.160000,0.948604,0.271773,1.576949,0.360692,1.352778,0.563438,1.131763,0.660774,1.372783,0.432298,2.091335
3.47645,0.160000,0.160000,0.948822,0.272434,1.577037,0.362280,1.353022,0.614784,1.191176,0.647277,1.449068,0.242718,2.085346
3.49097,0.160000,0.160000,0.949028,0.273095,1.577113,0.363815,1.353268,0.649650,1.262438,0.614155,1.519933,0.058434,2.029533
3.50587,0.160000,0.160000,0.949220,0.273809,1.577168,0.365326,1.353522,0.665021,1.341991,0.591169,1.591207,-0.034930,2.011346
3.52122,0.160000,0.160000,0.949399,0.274363,1.577231,0.366763,1.353821,0.658166,1.424768,0.586801,1.674706,-0.035082,2.101060
3.53705,0.160000,0.160000,0.949561,0.275077,1.577254,0.368168,1.354057,0.627818,1.504157,0.551005,1.752474,-0.080051,2.165127
3.55330,0.160000,0.160000,0.949702,0.275843,1.577250,0.369507,1.354267,0.571190,1.576241,0.486794,1.822083,-0.156627,2.215178
3.56985,0.160000,0.160000,0.949820,0.276083,1.577319,0.370513,1.354651,0.480719,1.633581,0.379290,1.872898,-0.290114,2.219903
3.58651,0.160000,0.160000,0.949909,0.276564,1.577316,0.371583,1.354901,0.413331,1.651893,0.286663,1.878863,-0.416287,2.151582
3.60318,0.160000,0.160000,0.949969,0.276690,1.577344,0.372327,1.355232,0.368089,1.655113,0.210595,1.861887,-0.523858,2.032451
3.61985,0.160000,0.160000,0.949998,0.276743,1.577362,0.372926,1.355527,0.313077,1.649405,0.122483,1.826135,-0.630334,1.868331
3.63651,0.160000,0.160000,0.950000,0.276743,1.577365,0.373418,1.355811,0.252315,1.630184,0.030747,1.766079,-0.715714,1.659734
3.65318,0.160000,0.160000,0.950000,0.276743,1.577365,0.373841,1.356061,0.191063,1.593839,-0.054863,1.677980,-0.759988,1.410935
3.66985,0.160000,0.160000,0.950000,0.276743,1.577365,0.374182,1.356268,0.136557,1.539245,-0.122277,1.562994,-0.744501,1.137141
3.68651,0.160000,0.160000,0.950000,0.276743,1.577365,0.374482,1.356453,0.096017,1.467824,-0.160502,1.425902,-0.656042,0.857612
3.70318,0.160000,0.160000,0.950000,0.276743,1.577365,0.374703,1.356592,0.076063,1.384165,-0.160564,1.276613,-0.490227,0.598502
3.71985,0.160000,0.160000,0.950000,0.276743,1.577365,0.374871,1.356699,0.081226,1.295718,-0.117695,1.128416,-0.252563,0.386578
3.73651,0.160000,0.160000,0.950000,0.276743,1.577365,0.375000,1.356782,0.112866,1.211070,-0.032496,0.995596,0.041425,0.245230
3.75318,0.160000,0.160000,0.950000,0.276743,1.577365,0.375077,1.356833,0.168855,1.139074,0.088785,0.891793,0.367430,0.191172
3.76985,0.160000,0.160000,0.950000,0.276743,1.577365,0.375103,1.356849,0.243654,1.087281,0.234927,0.827505,0.696084,0.230976
3.78651,0.160000,0.160000,0.950000,0.276743,1.577365,0.375090,1.356841,0.329484,1.060419,0.391909,0.808104,0.998224,0.359891
3.80318,0.160000,0.160000,0.935003,0.224016,1.571375,0.329706,1.362928,0.386183,1.068367,0.524275,0.848145,1.240229,0.611650
3.81985,0.160000,0.160000,0.935040,0.229312,1.570737,0.331142,1.360353,0.467323,1.093126,0.657049,0.915445,1.409651,0.869519
3.83651,0.160000,0.160000,0.935120,0.229434,1.570797,0.331410,1.360384,0.535957,1.141031,0.764513,1.017221,1.504192,1.163489
3.85318,0.160000,0.160000,0.935239,0.229707,1.570874,0.331630,1.360326,0.586789,1.202690,0.838529,1.137931,1.520748,1.459018
3.86985,0.160000,0.160000,0.935396,0.229971,1.570985,0.331951,1.360316,0.302331,1.658775,0.245335,1.912385,-0.351219,2.373517
3.88651,0.160000,0.160000,0.935589,0.230204,1.571128,0.332384,1.360385,0.341131,1.660182,0.314618,1.918761,-0.223031,2.447394
3.90318,0.160000,0.160000,0.935817,0.230810,1.571260,0.332855,1.360236,0.416398,1.648290,0.450548,1.905972,0.050085,2.544837
3.91985,0.160000,0.160000,0.936076,0.231437,1.571411,0.333523,1.360155,0.511364,1.601666,0.626054,1.834929,0.450704,2.568258
3.93651,0.160000,0.160000,0.936366,0.231851,1.571614,0.333937,1.360106,0.596419,1.505218,0.792565,1.675783,0.915195,2.419746
3.95318,0.160000,0.160000,0.936683,0.232530,1.571807,0.334572,1.359998,0.634459,1.364700,0.885413,1.432430,1.320755,2.048057
3.96985,0.160000,0.160000,0.937027,0.233420,1.571989,0.335388,1.359869,0.596567,1.212425,0.849906,1.154245,1.523530,1.492990
3.98651,0.160000,0.160000,0.937394,0.234241,1.572204,0.336172,1.359767,0.480776,1.097005,0.673129,0.922175,1.426332,0.887480
4.00318,0.160000,0.160000,0.937784,0.235168,1.572423,0.336937,1.359614,0.318642,1.060249,0.398220,0.812797,1.033837,0.407200
4.01985,0.160000,0.160000,0.938194,0.236254,1.572639,0.337732,1.359375,0.162954,1.115640,0.109150,0.861336,0.459457,0.193651
4.03651,0.160000,0.160000,0.938622,0.237453,1.572857,0.338528,1.359125,0.062359,1.242142,-0.108378,1.046147,-0.127195,0.292381
4.05318,0.160000,0.160000,0.939066,0.238584,1.573102,0.339275,1.358894,0.041710,1.396432,-0.200904,1.303135,-0.570309,0.645824
4.06985,0.160000,0.160000,0.939524,0.240119,1.573321,0.339993,1.358419,0.098561,1.536366,-0.160484,1.557846,-0.778956,1.126556
4.08651,0.160000,0.160000,0.939994,0.241445,1.573577,0.340549,1.358071,0.226757,1.635571,-0.010726,1.741249,-0.736805,1.537958
4.10318,0.160000,0.160000,0.940474,0.242784,1.573779,0.341368,1.357779,0.390974,1.653573,0.186718,1.814339,-0.567051,1.795592
4.11985,0.160000,0.160000,0.940963,0.244428,1.574031,0.341901,1.357279,0.526542,1.593633,0.367235,1.799029,-0.368688,1.963155
4.13651,0.160000,0.160000,0.941457,0.246052,1.574265,0.342457,1.356812,0.610839,1.490705,0.504665,1.727969,-0.171510,2.061595
4.15318,0.160000,0.160000,0.941956,0.247782,1.574485,0.343023,1.356324,0.642346,1.375366,0.594849,1.630927,0.015910,2.113990
4.16985,0.160000,0.160000,0.942457,0.249510,1.574701,0.343592,1.355864,0.630795,1.269420,0.645526,1.528941,0.198284,2.135980
4.18651,0.160000,0.160000,0.942958,0.251270,1.574917,0.344113,1.355401,0.591213,1.185401,0.667801,1.433802,0.379327,2.130439
4.20318,0.160000,0.160000,0.943457,0.252787,1.575161,0.344495,1.355037,0.540194,1.127747,0.672536,1.351476,0.554265,2.096146
4.21985,0.160000,0.160000,0.943953,0.254470,1.575379,0.344996,1.354650,0.491790,1.093093,0.669065,1.283208,0.713367,2.035910
4.23651,0.160000,0.160000,0.944442,0.256440,1.575542,0.345652,1.354172,0.453122,1.074153,0.663205,1.227240,0.849304,1.957918
4.25318,0.160000,0.160000,0.944924,0.257987,1.575760,0.346107,1.353854,0.424502,1.064344,0.656733,1.181135,0.959463,1.871699
4.26976,0.160000,0.160000,0.945394,0.259774,1.575922,0.346758,1.353474,0.403868,1.059024,0.649248,1.144817,1.038703,1.790456
4.28607,0.160000,0.160000,0.945844,0.261372,1.576093,0.347717,1.353233,0.388032,1.056018,0.639443,1.122081,1.078871,1.734802
4.30196,0.160000,0.160000,0.946271,0.263014,1.576227,0.349254,1.353026,0.374479,1.054152,0.627864,1.112181,1.086567,1.710608
4.31738,0.160000,0.160000,0.946671,0.264348,1.576393,0.351007,1.352997,0.361077,1.053232,0.613915,1.113591,1.067088,1.716216
4.33233,0.160000,0.160000,0.947045,0.265620,1.576535,0.352905,1.352999,0.347911,1.053110,0.597922,1.124271,1.024796,1.745801
4.34690,0.160000,0.160000,0.947394,0.267186,1.576602,0.355072,1.352948,0.335831,1.053637,0.580165,1.142343,0.961902,1.792572
4.36119,0.160000,0.160000,0.947722,0.268224,1.576734,0.357035,1.353110,0.328854,1.054511,0.565257,1.162586,0.893441,1.841420
4.37537,0.160000,0.160000,0.948030,0.269548,1.576795,0.359118,1.353167,0.328193,1.054842,0.558175,1.175978,0.847849,1.872116
4.38959,0.160000,0.160000,0.948321,0.270397,1.576924,0.360921,1.353432,0.332403,1.054870,0.556766,1.186115,0.815189,1.894448
4.40399,0.160000,0.160000,0.948597,0.271593,1.576977,0.362888,1.353585,0.350896,1.053906,0.565445,1.200644,0.773275,1.925436
4.41872,0.160000,0.160000,0.948857,0.272381,1.577078,0.364592,1.353881,0.425890,1.060295,0.598277,1.254833,0.623473,2.008412
4.43388,0.160000,0.160000,0.949101,0.273282,1.577149,0.366302,1.354165,0.523219,1.098575,0.622941,1.338611,0.401611,2.059395
4.44951,0.160000,0.160000,0.949325,0.274470,1.577145,0.368100,1.354326,0.617007,1.187014,0.615484,1.446935,0.131163,2.024818
4.46560,0.160000,0.160000,0.949526,0.275130,1.577213,0.369546,1.354660,0.668239,1.327646,0.551792,1.560027,-0.138331,1.863745
4.48205,0.160000,0.160000,0.949697,0.275737,1.577260,0.370877,1.354997,0.638046,1.491260,0.423641,1.638198,-0.327247,1.569775
4.49868,0.160000,0.160000,0.949833,0.276263,1.577294,0.371982,1.355304,0.514589,1.619140,0.255203,1.635839,-0.355205,1.193217
4.51535,0.160000,0.160000,0.949930,0.276744,1.577298,0.373011,1.355572,0.333575,1.652879,0.103987,1.531023,-0.183487,0.833978
4.53202,0.160000,0.160000,0.949986,0.276794,1.577334,0.373598,1.355904,0.164988,1.571361,-0.013334,1.382270,-0.061868,0.629838
4.54868,0.160000,0.160000,0.950000,0.276743,1.577365,0.374064,1.356196,0.078186,1.405212,-0.046672,1.177243,0.096178,0.436900
4.56535,0.160000,0.160000,0.950000,0.276743,1.577365,0.374417,1.356413,0.101744,1.231530,0.044544,0.977980,0.385882,0.305670
4.58202,0.160000,0.160000,0.950000,0.276743,1.577365,0.374664,1.356568,0.173847,1.133815,0.193408,0.874630,0.716671,0.331759
4.59868,0.160000,0.160000,0.950000,0.276743,1.577365,0.374806,1.356658,0.275496,1.073668,0.372974,0.832716,1.036580,0.474750
4.61535,0.160000,0.160000,0.950000,0.276743,1.577365,0.374845,1.356683,0.387369,1.057034,0.554366,0.857858,1.295997,0.721851
4.63202,0.160000,0.160000,0.950000,0.276743,1.577365,0.374793,1.356650,0.491784,1.080499,0.711828,0.942152,1.459424,1.040201
4.64868,0.160000,0.160000,0.950000,0.276743,1.577365,0.374664,1.356568,0.576235,1.134498,0.827609,1.068389,1.511541,1.385802
4.66535,0.160000,0.160000,0.950000,0.276743,1.577365,0.374469,1.356445,0.634500,1.207013,0.894276,1.215725,1.458541,1.715844
4.68202,0.160000,0.160000,0.950000,0.276743,1.577365,0.374195,1.356276,0.665800,1.286186,0.913723,1.364247,1.323191,1.997374
4.69868,0.160000,0.160000,0.950000,0.276743,1.577365,0.373893,1.356092,0.673722,1.363096,0.894725,1.499907,1.135348,2.214479
4.71535,0.160000,0.160000,0.950000,0.276743,1.577365,0.373537,1.355881,0.663809,1.431304,0.849118,1.613567,0.925896,2.363646
4.73202,0.160000,0.160000,0.950000,0.276743,1.577365,0.373166,1.355665,0.642390,1.487818,0.788912,1.702507,0.719036,2.453260
4.74868,0.160000,0.160000,0.950000,0.276743,1.577365,0.372778,1.355446,0.615177,1.532052,0.724288,1.767964,0.531563,2.496916
4.76535,0.160000,0.160000,0.950000,0.276743,1.577365,0.372389,1.355232,0.586895,1.564835,0.663075,1.813344,0.373470,2.509506
4.78202,0.160000,0.160000,0.950000,0.276743,1.577365,0.372010,1.355029,0.560770,1.588087,0.609880,1.843329,0.247335,2.504446
4.79868,0.160000,0.160000,0.950000,0.276743,1.577365,0.371643,1.354836,0.538854,1.603809,0.567569,1.862142,0.153742,2.492428
4.81535,0.160000,0.160000,0.950000,0.276743,1.577365,0.371288,1.354655,0.522223,1.613819,0.537234,1.873309,0.090648,2.480824
4.83202,0.160000,0.160000,0.950000,0.276743,1.577365,0.370958,1.354491,0.511034,1.619682,0.518378,1.879502,0.054052,2.473568
4.84868,0.160000,0.160000,0.950000,0.276743,1.577365,0.370655,1.354343,0.505005,1.622481,0.510057,1.882355,0.040511,2.472305
4.86535,0.160000,0.160000,0.950000,0.276743,1.577365,0.370378,1.354211,0.503184,1.623116,0.510330,1.882943,0.045552,2.476656
4.88202,0.160000,0.160000,0.950000,0.276743,1.577365,0.370114,1.354087,0.504671,1.622121,0.517197,1.881744,0.064814,2.484956
4.89868,0.160000,0.160000,0.950000,0.276743,1.577365,0.369877,1.353978,0.508225,1.620076,0.528311,1.879223,0.093700,2.495363
4.91535,0.160000,0.160000,0.950000,0.276743,1.577365,0.369668,1.353883,0.512486,1.617609,0.541008,1.875964,0.126711,2.505942
4.93202,0.160000,0.160000,0.950000,0.276743,1.577365,0.369486,1.353802,0.516032,1.615474,0.552565,1.872819,0.158034,2.515361
4.94868,0.160000,0.160000,0.950000,0.276743,1.577365,0.369317,1.353728,0.518865,1.613697,0.562882,1.869868,0.187245,2.523635
4.96535,0.160000,0.160000,0.950000,0.276743,1.577365,0.369162,1.353661,0.520998,1.612300,0.571875,1.867198,0.213923,2.530813
4.98202,0.160000,0.160000,0.950000,0.276743,1.577365,0.369021,1.353600,0.522540,1.611244,0.579658,1.864816,0.238100,2.537016
4.99868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368908,1.353552,0.523513,1.610546,0.586064,1.862833,0.259020,2.542213
5.01535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368810,1.353510,0.524202,1.610029,0.591868,1.860993,0.278700,2.546880
5.03202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368711,1.353469,0.524595,1.609689,0.596773,1.859392,0.296019,2.550812
5.04868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368640,1.353439,0.524819,1.609480,0.601200,1.857930,0.312155,2.554326
5.06535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368569,1.353410,0.524748,1.609450,0.604742,1.856761,0.325877,2.557296
5.08202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368498,1.353380,0.524776,1.609361,0.608082,1.855576,0.338645,2.559791
5.09868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368455,1.353363,0.524733,1.609344,0.610773,1.854617,0.349184,2.561785
5.11535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368399,1.353340,0.524775,1.609260,0.613162,1.853697,0.358365,2.563341
5.13202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368370,1.353328,0.524747,1.609249,0.615099,1.852966,0.366026,2.564639
5.14868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368328,1.353311,0.524900,1.609111,0.617027,1.852164,0.373146,2.565632
5.16535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368299,1.353299,0.524872,1.609100,0.618302,1.851654,0.378255,2.566422
5.18202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368271,1.353288,0.524942,1.609028,0.619673,1.851077,0.383467,2.567124
5.19868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368257,1.353282,0.525026,1.608963,0.620777,1.850610,0.387594,2.567646
5.21535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368228,1.353271,0.525095,1.608891,0.621773,1.850169,0.391342,2.568095
5.23202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368214,1.353265,0.525179,1.608825,0.622689,1.849768,0.394737,2.568485
5.24868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368200,1.353259,0.525263,1.608759,0.623511,1.849402,0.397766,2.568815
5.26535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368185,1.353253,0.525249,1.608753,0.623958,1.849207,0.399593,2.569051
5.28202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368171,1.353248,0.525333,1.608687,0.624595,1.848914,0.401887,2.569272
5.29868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368171,1.353248,0.525333,1.608687,0.624964,1.848761,0.403360,2.569460
5.31535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368157,1.353242,0.525416,1.608621,0.625507,1.848504,0.405287,2.569627
5.33202,0.160000,0.160000,0.950000,0.276743,1.577365,0.368157,1.353242,0.525416,1.608621,0.625783,1.848388,0.406392,2.569764
5.34868,0.160000,0.160000,0.950000,0.276743,1.577365,0.368143,1.353236,0.525500,1.608555,0.626235,1.848168,0.407951,2.569880
5.36535,0.160000,0.160000,0.950000,0.276743,1.577365,0.368143,1.353236,0.525500,1.608555,0.626419,1.848091,0.408688,2.569969
5.38199,0.160000,0.160000,0.949979,0.276637,1.577360,0.368123,1.353266,0.525382,1.608645,0.626392,1.848142,0.408939,2.570104
5.39845,0.160000,0.160000,0.949916,0.276335,1.577349,0.367893,1.353285,0.525152,1.608664,0.626346,1.848083,0.409446,2.570212
5.41455,0.160000,0.160000,0.949818,0.275626,1.577369,0.367441,1.353410,0.524407,1.608971,0.625417,1.848467,0.407964,2.570430
5.43020,0.160000,0.160000,0.949688,0.274577,1.577416,0.366875,1.353628,0.523448,1.609429,0.624275,1.849003,0.406268,2.570798
5.44536,0.160000,0.160000,0.949530,0.273574,1.577425,0.366268,1.353773,0.522449,1.609813,0.623000,1.849504,0.404163,2.571048
5.46010,0.160000,0.160000,0.949350,0.272043,1.577504,0.365390,1.354095,0.520982,1.610495,0.621073,1.850378,0.400853,2.571501
5.47450,0.160000,0.160000,0.949147,0.271031,1.577464,0.364721,1.354199,0.519919,1.610837,0.619642,1.850874,0.398316,2.571658
5.48872,0.160000,0.160000,0.948923,0.269376,1.577507,0.363719,1.354488,0.518228,1.611542,0.617399,1.851807,0.394414,2.572081
5.50290,0.160000,0.160000,0.948678,0.267775,1.577513,0.362723,1.354695,0.516739,1.612045,0.615541,1.852462,0.391452,2.572393
5.51719,0.160000,0.160000,0.948408,0.265637,1.577582,0.361407,1.355088,0.514633,1.612909,0.612789,1.853591,0.386769,2.572917
5.53175,0.160000,0.160000,0.948112,0.263785,1.577568,0.360206,1.355327,0.512738,1.613559,0.610249,1.854504,0.382297,2.573221
5.54670,0.160000,0.160000,0.947787,0.261501,1.577590,0.358711,1.355636,0.510451,1.614335,0.607314,1.855541,0.377434,2.573644
5.56211,0.160000,0.160000,0.947431,0.259210,1.577572,0.357153,1.355912,0.508099,1.615076,0.604222,1.856579,0.372140,2.573973
5.57799,0.160000,0.160000,0.947042,0.256486,1.577579,0.355301,1.356249,0.505352,1.615933,0.600640,1.857767,0.366084,2.574355
5.59428,0.160000,0.160000,0.946623,0.253867,1.577530,0.353468,1.356496,0.502721,1.616640,0.597268,1.858765,0.360514,2.574630
5.61086,0.160000,0.160000,0.946175,0.251022,1.577480,0.351323,1.356707,0.499778,1.617307,0.593581,1.859721,0.354632,2.574857
5.62752,0.160000,0.160000,0.945706,0.248026,1.577433,0.349026,1.356921,0.496681,1.617976,0.589741,1.860677,0.348599,2.575078
5.64419,0.160000,0.160000,0.945220,0.245286,1.577321,0.346732,1.356956,0.493887,1.618295,0.586388,1.861210,0.343603,2.575054
5.66086,0.160000,0.160000,0.944718,0.242420,1.577216,0.344196,1.356918,0.490849,1.618539,0.582791,1.861667,0.338365,2.574950
5.67752,0.160000,0.160000,0.944202,0.239306,1.577145,0.341358,1.356917,0.487510,1.618820,0.578893,1.862159,0.332826,2.574879
5.69419,0.160000,0.160000,0.943673,0.236828,1.576972,0.338651,1.356581,0.484803,1.618484,0.575999,1.861895,0.329385,2.574425
5.71086,0.160000,0.160000,0.943134,0.234301,1.576815,0.335693,1.356139,0.482046,1.617932,0.573149,1.861378,0.326262,2.573814
5.72752,0.160000,0.160000,0.942585,0.231753,1.576671,0.332405,1.355600,0.479060,1.617225,0.570257,1.860638,0.323642,2.573169
5.74419,0.160000,0.160000,0.942029,0.229316,1.576501,0.329111,1.354957,0.476268,1.616302,0.567651,1.859645,0.321582,2.572366
5.76086,0.160000,0.160000,0.941467,0.227583,1.576238,0.325968,1.354006,0.474026,1.614843,0.565876,1.858013,0.321174,2.571204
5.77752,0.160000,0.160000,0.940900,0.224769,1.576060,0.322477,1.353446,0.470835,1.614113,0.562684,1.857282,0.317980,2.570472
5.79419,0.160000,0.160000,0.940331,0.222013,1.575878,0.319198,1.352952,0.467755,1.613504,0.559604,1.856673,0.314899,2.569863
5.81086,0.160000,0.160000,0.939762,0.219404,1.575538,0.315940,1.352275,0.464696,1.612712,0.556451,1.855915,0.311473,2.569011
5.82752,0.160000,0.160000,0.939192,0.216196,1.575315,0.313077,1.352119,0.461234,1.612898,0.552336,1.856347,0.305443,2.568782
5.84419,0.160000,0.160000,0.938625,0.212916,1.575055,0.310346,1.352043,0.457702,1.613275,0.547869,1.857071,0.298246,2.568554
5.86086,0.160000,0.160000,0.938062,0.208925,1.574854,0.307556,1.352285,0.453607,1.614249,0.542558,1.858492,0.289390,2.568722
5.87752,0.160000,0.160000,0.937505,0.205262,1.574605,0.305122,1.352529,0.449866,1.615218,0.537598,1.859902,0.280893,2.568860
5.89419,0.160000,0.160000,0.936955,0.201330,1.574380,0.302811,1.352956,0.445839,1.616584,0.532068,1.861802,0.271017,2.569171
5.91086,0.160000,0.160000,0.936414,0.197298,1.574137,0.300426,1.353419,0.441732,1.617974,0.526455,1.863716,0.261069,2.569471
5.92752,0.160000,0.160000,0.935884,0.193210,1.573893,0.298203,1.353970,0.437578,1.619548,0.520603,1.865870,0.250351,2.569777
5.94419,0.160000,0.160000,0.935365,0.189541,1.573603,0.296171,1.354412,0.433914,1.620841,0.515425,1.867668,0.240859,2.569902
5.96086,0.160000,0.160000,0.934861,0.185549,1.573329,0.294049,1.355000,0.429847,1.622426,0.509747,1.869780,0.230608,2.570210
5.97752,0.160000,0.160000,0.934372,0.181931,1.573024,0.292193,1.355495,0.426245,1.623801,0.504627,1.871641,0.221195,2.570345
5.99419,0.160000,0.160000,0.933900,0.178120,1.572719,0.290155,1.356041,0.422352,1.625266,0.499116,1.873612,0.211135,2.570454
6.01086,0.160000,0.160000,0.933447,0.174446,1.572409,0.288261,1.356602,0.418596,1.626734,0.493740,1.875575,0.201222,2.570525
6.02752,0.160000,0.160000,0.933014,0.171199,1.572083,0.286609,1.357066,0.415388,1.627944,0.489194,1.877186,0.192949,2.570555
6.04419,0.160000,0.160000,0.930006,0.147535,1.569267,0.274376,1.360403,0.391089,1.636698,0.454512,1.888786,0.129811,2.569295
6.06086,0.159980,0.159980,0.930071,0.147010,1.569328,0.274171,1.360659,0.390566,1.637089,0.453796,1.889225,0.128573,2.569485
6.07752,0.159871,0.159871,0.930204,0.146334,1.569459,0.273788,1.361027,0.389652,1.637680,0.452496,1.889913,0.126230,2.569673
6.09419,0.159569,0.159569,0.930402,0.144960,1.569649,0.273025,1.361651,0.388041,1.638658,0.450207,1.891060,0.122117,2.569941
6.11086,0.158966,0.158966,0.930663,0.143415,1.569903,0.272024,1.362330,0.386189,1.639688,0.447774,1.892232,0.118124,2.570358
6.12752,0.157965,0.157965,0.930985,0.140881,1.570206,0.270309,1.363261,0.383090,1.641186,0.443610,1.893988,0.111101,2.570716
6.14419,0.156485,0.156485,0.931364,0.138191,1.570568,0.268343,1.364197,0.379951,1.642596,0.439597,1.895606,0.104755,2.571182
6.16086,0.154470,0.154470,0.931798,0.134774,1.570978,0.265686,1.365237,0.375691,1.644273,0.434172,1.897555,0.096225,2.571584
6.17752,0.151885,0.151885,0.932285,0.130810,1.571436,0.262491,1.366366,0.370889,1.646032,0.428205,1.899580,0.087159,2.572048
6.19419,0.148717,0.148717,0.932821,0.126508,1.571947,0.258889,1.367509,0.365677,1.647793,0.421728,1.901625,0.077334,2.572384
6.21086,0.144972,0.144972,0.933403,0.121622,1.572500,0.254646,1.368692,0.359604,1.649668,0.414292,1.903797,0.066301,2.572697
6.22752,0.140674,0.140674,0.934030,0.116481,1.573107,0.250001,1.369868,0.353233,1.651482,0.406653,1.905882,0.055333,2.573039
6.24419,0.135857,0.135857,0.934699,0.111136,1.573758,0.245060,1.370999,0.346671,1.653203,0.398920,1.907846,0.044533,2.573379
6.26086,0.130571,0.130571,0.935407,0.105535,1.574460,0.239677,1.372121,0.339555,1.654943,0.390533,1.909843,0.032833,2.573601
6.27752,0.124869,0.124869,0.936150,0.099650,1.575196,0.233984,1.373232,0.332233,1.656623,0.381940,1.911775,0.020935,2.573741
6.29419,0.118815,0.118815,0.936928,0.093886,1.575983,0.228149,1.374282,0.324876,1.658197,0.373506,1.913555,0.009712,2.573993
6.31086,0.112472,0.112472,0.937736,0.088133,1.576810,0.222224,1.375274,0.317533,1.659667,0.365184,1.915210,-0.001140,2.574248
6.32752,0.105908,0.105908,0.938572,0.082396,1.577671,0.216184,1.376246,0.310293,1.661038,0.357061,1.916743,-0.011536,2.574513
6.34419,0.099192,0.099192,0.939434,0.076906,1.578569,0.210158,1.377101,0.303174,1.662252,0.349157,1.918100,-0.021455,2.574735
6.36086,0.092389,0.092389,0.940319,0.071329,1.579486,0.204058,1.377986,0.295870,1.663527,0.341069,1.919513,-0.031556,2.575009
6.37752,0.085566,0.085566,0.941224,0.066261,1.580432,0.198169,1.378739,0.289214,1.664525,0.333922,1.920597,-0.039960,2.575377
6.39419,0.078785,0.078785,0.942147,0.061587,1.581400,0.192531,1.379425,0.282918,1.665419,0.327233,1.921559,-0.047653,2.575764
6.41086,0.072105,0.072105,0.943085,0.057305,1.582376,0.187129,1.380026,0.277078,1.666157,0.321097,1.922348,-0.054540,2.576121
